,Top_Hit_#,Drift_Rate,SNR,Uncorrected_Frequency,Corrected_Frequency,Index,freq_start,freq_end,SEFD_freq,Coarse_Channel_Number,Full_number_of_hits
22,0.03924,31.258905,47.997073,47.997073,98159,47.997064,47.997083,0.0,0.0,0,4
23,0.044145,466.856506,47.996504,47.996504,97915,47.996494,47.996515,0.0,0.0,0,8
24,0.03924,32.932621,48.003055,48.003055,100719,48.003045,48.003064,0.0,0.0,0,4
25,0.044145,1798.380737,48.002486,48.002486,100475,48.002475,48.002496,0.0,0.0,0,10
26,-0.004905,32.366627,48.43437,48.43437,25226,48.434371,48.434368,0.0,0.0,0,4
27,0.004905,41.922398,48.460485,48.460485,36402,48.460483,48.460486,0.0,0.0,0,4
28,-0.004905,35.91116,48.392499,48.392499,7306,48.392501,48.392498,0.0,0.0,0,4
29,-0.004905,41.682285,48.398481,48.398481,9866,48.398482,48.39848,0.0,0.0,0,4
30,-0.004905,62.213642,48.410444,48.410444,14986,48.410445,48.410443,0.0,0.0,0,4
31,-0.004905,199.565475,48.40446,48.40446,12426,48.404461,48.404459,0.0,0.0,0,7
32,-0.004905,52.995281,48.770859,48.770859,169241,48.77086,48.770857,0.0,0.0,0,5
33,-0.004905,64.274818,48.782824,48.782824,174361,48.782825,48.782823,0.0,0.0,0,5
34,-0.004905,104.647812,48.776842,48.776842,171801,48.776844,48.776841,0.0,0.0,0,6
35,-0.004905,59.821491,49.22886,49.22886,105164,49.228861,49.228859,0.0,0.0,0,4
36,-0.004905,168.19783,49.234841,49.234841,107724,49.234842,49.23484,0.0,0.0,0,6
37,-0.004905,58.932781,49.595258,49.595258,261979,49.595259,49.595257,0.0,0.0,0,4
38,-0.004905,46.681282,49.607221,49.607221,7003,49.607222,49.60722,0.0,0.0,0,4
39,-0.004905,58.943825,49.595258,49.595258,1883,49.595259,49.595257,0.0,0.0,0,4
40,0.004905,22.072847,49.86129,49.86129,115741,49.861289,49.861291,0.0,0.0,0,2
41,0.04905,27.893267,50.002589,50.002589,176211,50.002577,50.002601,0.0,0.0,0,3
42,0.044145,56.823292,50.008572,50.008572,178772,50.008561,50.008582,0.0,0.0,0,4
43,0.044145,55.196186,49.996609,49.996609,173652,49.996598,49.996619,0.0,0.0,0,4
44,-0.004905,76.436104,50.062986,50.062986,202066,50.062987,50.062985,0.0,0.0,0,7
45,-0.053955,61.714252,50.290615,50.290615,39391,50.290628,50.290602,0.0,0.0,0,24
46,-0.093195,21.269152,50.260713,50.260713,26596,50.260735,50.26069,0.0,0.0,0,22
47,0.004905,19.762291,50.235705,50.235705,15891,50.235704,50.235706,0.0,0.0,0,2
48,-0.08829,30.606705,50.25473,50.25473,24045,50.254751,50.254709,0.0,0.0,0,23
49,0.127529,17.718719,50.266658,50.266658,29127,50.266628,50.266689,0.0,0.0,0,23
50,-0.093195,21.60144,50.272676,50.272676,31716,50.272698,50.272653,0.0,0.0,0,23
51,0.014715,251.309402,50.229724,50.229724,13330,50.22972,50.229727,0.0,0.0,0,4
52,0.014715,71.649551,50.211779,50.211779,5650,50.211776,50.211783,0.0,0.0,0,2
53,0.004905,326.947327,50.217761,50.217761,8211,50.21776,50.217762,0.0,0.0,0,4
54,0.014715,138.412842,50.223742,50.223742,10770,50.223739,50.223746,0.0,0.0,0,2
55,-0.103005,106.862404,50.296601,50.296601,41959,50.296626,50.296577,0.0,0.0,0,27
56,-0.06867,35.866177,50.284633,50.284633,36834,50.284649,50.284616,0.0,0.0,0,23
57,0.004905,46.4841,50.218768,50.218768,8642,50.218767,50.218769,0.0,0.0,0,3
58,-0.08829,45.484276,50.374359,50.374359,75236,50.37438,50.374338,0.0,0.0,0,24
59,-0.07848,17.767073,50.362394,50.362394,70114,50.362413,50.362375,0.0,0.0,0,23
60,-0.06867,113.470947,50.278653,50.278653,34274,50.27867,50.278637,0.0,0.0,0,24
61,-0.07848,29.675224,50.356412,50.356412,67554,50.356431,50.356393,0.0,0.0,0,23
62,-0.03924,504.511322,50.288439,50.288439,38465,50.288448,50.288429,0.0,0.0,0,8
63,-0.03924,187.488068,50.294418,50.294418,41025,50.294427,50.294409,0.0,0.0,0,6
64,-0.004905,40.816738,50.419656,50.419656,94621,50.419657,50.419654,0.0,0.0,0,4
65,-0.014715,19.098845,50.276912,50.276912,33530,50.276915,50.276908,0.0,0.0,0,5
66,-0.004905,29.153231,50.451906,50.451906,108424,50.451908,50.451905,0.0,0.0,0,3
67,-0.03924,100.032967,50.282455,50.282455,35905,50.282464,50.282446,0.0,0.0,0,5
68,-0.004905,49.884518,50.425637,50.425637,97181,50.425638,50.425636,0.0,0.0,0,4
69,-0.004905,42.74963,50.431619,50.431619,99741,50.43162,50.431617,0.0,0.0,0,4
70,-0.004905,58.87125,50.450189,50.450189,107689,50.45019,50.450188,0.0,0.0,0,4
71,0.00981,149.326019,50.224751,50.224751,11202,50.224748,50.224753,0.0,0.0,0,4
72,-0.004905,69.823959,50.46215,50.46215,112809,50.462151,50.462148,0.0,0.0,0,5
73,-0.03924,477.653961,50.300402,50.300402,43585,50.300411,50.300392,0.0,0.0,0,8
74,0.044145,20.890268,50.502613,50.502613,130122,50.502603,50.502624,0.0,0.0,0,3
75,-0.00981,17.187197,50.348655,50.348655,64234,50.348658,50.348653,0.0,0.0,0,6
76,0.05886,19.131784,50.285058,50.285058,37013,50.285044,50.285072,0.0,0.0,0,21
77,0.004905,23.620131,50.316543,50.316543,50489,50.316542,50.316545,0.0,0.0,0,4
78,-0.01962,18.188713,50.282857,50.282857,36074,50.282862,50.282852,0.0,0.0,0,4
79,-0.220724,23.737967,50.255112,50.255112,24219,50.255165,50.255059,0.0,0.0,0,29
80,-0.01962,25.085699,50.316582,50.316582,50508,50.316587,50.316577,0.0,0.0,0,5
81,-0.093195,112.223068,50.350434,50.350434,64996,50.350457,50.350412,0.0,0.0,0,26
82,-0.00981,13.051,50.279721,50.279721,34732,50.279724,50.279719,0.0,0.0,0,5
83,-0.093195,85.688072,50.33249,50.33249,57316,50.332512,50.332468,0.0,0.0,0,26
84,-0.03924,13.094408,50.318344,50.318344,51265,50.318353,50.318334,0.0,0.0,0,3
85,-0.00981,15.96878,50.320318,50.320318,52105,50.32032,50.320316,0.0,0.0,0,7
86,0.004905,80.988449,50.305158,50.305158,45616,50.305157,50.305159,0.0,0.0,0,62
87,-0.004905,14.729904,50.279561,50.279561,34662,50.279562,50.27956,0.0,0.0,0,4
88,0.034335,15.619703,50.33113,50.33113,56730,50.331122,50.331139,0.0,0.0,0,5
89,0.004905,17.814266,50.331013,50.331013,56683,50.331012,50.331015,0.0,0.0,0,5
90,0.004905,21.222788,50.331238,50.331238,56779,50.331237,50.331239,0.0,0.0,0,5
91,-0.103005,3879.758301,50.320529,50.320529,52199,50.320554,50.320505,0.0,0.0,0,48
92,0.01962,23.668743,50.323276,50.323276,53369,50.323271,50.323281,0.0,0.0,0,6
93,-0.00981,901.816772,50.324778,50.324778,53994,50.324781,50.324776,0.0,0.0,0,68
94,0.004905,20.380333,50.354675,50.354675,66809,50.354674,50.354676,0.0,0.0,0,5
95,0.014715,26.283306,50.342733,50.342733,61697,50.34273,50.342737,0.0,0.0,0,6
96,0.02943,19.463844,50.323384,50.323384,53414,50.323377,50.323391,0.0,0.0,0,6
97,-0.220724,133.653229,50.338852,50.338852,60059,50.338905,50.338799,0.0,0.0,0,36
98,-0.004905,18.664179,50.351339,50.351339,65382,50.35134,50.351337,0.0,0.0,0,4
99,0.01962,17.699232,50.351424,50.351424,65416,50.351419,50.351429,0.0,0.0,0,5
100,0.044145,34.387718,50.99666,50.99666,81472,50.996649,50.99667,0.0,0.0,0,3
101,0.044145,37.242149,51.008622,51.008622,86592,51.008612,51.008633,0.0,0.0,0,3
102,-0.004905,110.0718,51.219501,51.219501,176851,51.219502,51.2195,0.0,0.0,0,6
103,0.044145,240.801361,51.002641,51.002641,84032,51.00263,51.002652,0.0,0.0,0,6
104,-0.004905,25.179617,51.683481,51.683481,115334,51.683482,51.68348,0.0,0.0,0,4
105,0.04905,29.772179,52.00263,52.00263,251922,52.002618,52.002642,0.0,0.0,0,3
106,0.044145,30.519979,52.008365,52.008365,254376,52.008354,52.008376,0.0,0.0,0,4
107,0.03924,67.766624,51.954842,51.954842,231469,51.954832,51.954851,0.0,0.0,0,4
108,0.044145,138.051727,52.002124,52.002124,251705,52.002114,52.002135,0.0,0.0,0,4
109,0.04905,209.528839,51.978767,51.978767,241708,51.978756,51.978779,0.0,0.0,0,6
110,0.044145,18.747175,52.003201,52.003201,252166,52.003191,52.003212,0.0,0.0,0,2
111,0.044145,178.559784,52.003262,52.003262,252192,52.003251,52.003273,0.0,0.0,0,5
112,0.04905,4236.22168,52.002693,52.002693,251948,52.002681,52.002705,0.0,0.0,0,23
113,0.03924,71.179604,52.050545,52.050545,12333,52.050535,52.050554,0.0,0.0,0,4
114,-0.004905,113.58136,52.074432,52.074432,22561,52.074433,52.074431,0.0,0.0,0,6
115,-0.004905,48.360329,52.471364,52.471364,192444,52.471365,52.471363,0.0,0.0,0,4
116,-0.004905,66.970917,52.477345,52.477345,195004,52.477346,52.477344,0.0,0.0,0,4
117,-0.004905,69.082069,52.465382,52.465382,189884,52.465384,52.465381,0.0,0.0,0,5
118,0.03924,221.874435,52.026617,52.026617,2093,52.026607,52.026626,0.0,0.0,0,5
119,0.044145,60.542294,53.002745,53.002745,159769,53.002735,53.002756,0.0,0.0,0,4
120,1.952182,29.958244,52.983296,52.983296,151248,52.982828,52.983763,0.0,0.0,0,409
121,-0.004905,27.888906,53.572013,53.572013,143320,53.572014,53.572012,0.0,0.0,0,3
122,-0.024525,36.803547,54.008105,54.008105,69868,54.00811,54.008099,0.0,0.0,0,5
123,0.053955,26.966616,53.990833,53.990833,62468,53.99082,53.990846,0.0,0.0,0,4
124,0.044145,64.048134,54.002796,54.002796,67589,54.002786,54.002807,0.0,0.0,0,5
125,-0.004905,104.406517,54.089625,54.089625,104756,54.089626,54.089624,0.0,0.0,0,6
126,0.00981,43.135582,54.010816,54.010816,71025,54.010814,54.010818,0.0,0.0,0,10
127,0.004905,51.071033,53.998852,53.998852,65905,53.998851,53.998853,0.0,0.0,0,9
128,0.044145,135.996826,53.996815,53.996815,65029,53.996804,53.996825,0.0,0.0,0,5
129,0.044145,123.277107,54.008778,54.008778,70149,54.008767,54.008788,0.0,0.0,0,5
130,0.004905,104.515976,54.004834,54.004834,68465,54.004832,54.004835,0.0,0.0,0,11
131,-0.004905,522.149475,54.006126,54.006126,69019,54.006127,54.006124,0.0,0.0,0,6
132,-0.004905,69.855904,54.297476,54.297476,193715,54.297477,54.297475,0.0,0.0,0,14
133,-0.004905,168.243866,54.321399,54.321399,203955,54.3214,54.321398,0.0,0.0,0,15
134,-0.004905,629.412964,54.309436,54.309436,198835,54.309437,54.309435,0.0,0.0,0,21
135,-0.004905,822.067871,54.31542,54.31542,201395,54.315421,54.315419,0.0,0.0,0,21
136,-0.004905,785.625854,54.303455,54.303455,196275,54.303456,54.303454,0.0,0.0,0,20
137,-0.004905,58.494778,54.486557,54.486557,14543,54.486558,54.486556,0.0,0.0,0,4
138,0.04905,39.655838,54.502825,54.502825,21499,54.502813,54.502837,0.0,0.0,0,6
139,-0.004905,25.792349,54.774671,54.774671,137854,54.774672,54.77467,0.0,0.0,0,3
140,-0.004905,33.255413,54.756727,54.756727,130174,54.756728,54.756726,0.0,0.0,0,3
141,-0.004905,40.855946,54.780653,54.780653,140414,54.780654,54.780651,0.0,0.0,0,3
142,-0.004905,87.388565,54.750748,54.750748,127614,54.750749,54.750747,0.0,0.0,0,4
143,-0.004905,109.81826,54.762711,54.762711,132734,54.762712,54.762709,0.0,0.0,0,4
144,-0.004905,48.172535,54.878851,54.878851,182441,54.878852,54.87885,0.0,0.0,0,3
145,-0.004905,38.386814,55.056054,55.056054,258282,55.056055,55.056053,0.0,0.0,0,3
146,0.04905,32.425797,55.014811,55.014811,240625,55.014799,55.014823,0.0,0.0,0,4
147,0.04905,42.95282,55.002848,55.002848,235505,55.002836,55.00286,0.0,0.0,0,4
148,0.04905,134.755737,54.996867,54.996867,232945,54.996855,54.996879,0.0,0.0,0,5
149,0.04905,156.018997,55.00883,55.00883,238065,55.008818,55.008841,0.0,0.0,0,5
150,-0.004905,24.585413,55.19115,55.19115,56006,55.191152,55.191149,0.0,0.0,0,2
151,-0.00981,19.931057,55.24998,55.24998,81183,55.249982,55.249978,0.0,0.0,0,6
152,-0.004905,48.495178,55.245219,55.245219,79147,55.245221,55.245218,0.0,0.0,0,4
153,-0.004905,118.494484,55.27575,55.27575,92214,55.275752,55.275749,0.0,0.0,0,4
154,0.004905,28.686817,55.317025,55.317025,109878,55.317024,55.317026,0.0,0.0,0,4
155,-0.004905,128.264511,55.310955,55.310955,107281,55.310956,55.310953,0.0,0.0,0,6
156,-0.004905,42.631542,55.581056,55.581056,222882,55.581058,55.581055,0.0,0.0,0,4
157,0.044145,35.395702,55.990937,55.990937,138206,55.990927,55.990948,0.0,0.0,0,4
158,0.044145,62.838795,55.978975,55.978975,133086,55.978964,55.978985,0.0,0.0,0,4
159,0.053955,24.509157,56.026826,56.026826,153565,56.026813,56.026839,0.0,0.0,0,4
160,0.044145,52.641769,56.04477,56.04477,161246,56.04476,56.044781,0.0,0.0,0,4
161,0.04905,22.663618,56.005726,56.005726,144535,56.005715,56.005738,0.0,0.0,0,4
162,0.044145,99.959633,56.014863,56.014863,148446,56.014853,56.014874,0.0,0.0,0,4
163,0.044145,72.279274,56.020845,56.020845,151006,56.020834,56.020855,0.0,0.0,0,4
164,0.04905,24.937923,56.008311,56.008311,145642,56.008299,56.008322,0.0,0.0,0,3
165,0.044145,30.51128,56.004608,56.004608,144057,56.004598,56.004619,0.0,0.0,0,4
166,0.04905,31.350279,56.002329,56.002329,143082,56.002317,56.002341,0.0,0.0,0,3
167,-0.004905,46.954105,56.100078,56.100078,184922,56.100079,56.100077,0.0,0.0,0,4
168,-0.004905,39.735775,56.165885,56.165885,213087,56.165886,56.165884,0.0,0.0,0,4
169,-0.004905,35.386303,56.135352,56.135352,200019,56.135353,56.135351,0.0,0.0,0,4
170,0.044145,457.637482,56.008879,56.008879,145886,56.008869,56.00889,0.0,0.0,0,7
171,0.044145,389.515594,55.996919,55.996919,140766,55.996908,55.996929,0.0,0.0,0,7
172,0.04905,102.648422,56.003469,56.003469,143569,56.003458,56.003481,0.0,0.0,0,5
173,0.044145,1843.222656,56.0029,56.0029,143326,56.00289,56.002911,0.0,0.0,0,12
174,0.004905,60.909389,56.661584,56.661584,165144,56.661582,56.661585,0.0,0.0,0,4
175,0.004905,75.195099,56.72265,56.72265,191280,56.722649,56.722652,0.0,0.0,0,4
176,0.04905,19.329071,57.00295,57.00295,51146,57.002938,57.002962,0.0,0.0,0,3
177,0.004905,47.887196,57.516514,57.516514,10854,57.516513,57.516516,0.0,0.0,0,4
178,0.04905,33.166561,58.003003,58.003003,219062,58.002992,58.003015,0.0,0.0,0,4
179,-0.004905,27.936954,59.336327,59.336327,9429,59.336328,59.336326,0.0,0.0,0,2
180,0.04905,41.768951,60.003108,60.003108,34703,60.003096,60.003119,0.0,0.0,0,4
181,0.04905,45.540703,60.01507,60.01507,39823,60.015059,60.015082,0.0,0.0,0,4
182,-0.004905,30.205084,60.257339,60.257339,143517,60.25734,60.257338,0.0,0.0,0,4
183,-0.004905,40.107475,60.287872,60.287872,156585,60.287873,60.287871,0.0,0.0,0,4
184,0.04905,207.56456,59.997126,59.997126,32143,59.997114,59.997138,0.0,0.0,0,6
185,0.04905,230.904007,60.009089,60.009089,37263,60.009077,60.009101,0.0,0.0,0,6
186,-0.004905,341.097046,60.226803,60.226803,130449,60.226804,60.226802,0.0,0.0,0,9
187,-0.004905,25.771751,60.648289,60.648289,50744,60.64829,60.648288,0.0,0.0,0,4
188,-0.004905,26.191784,61.081736,61.081736,236255,61.081737,61.081735,0.0,0.0,0,4
189,-0.034335,45.792046,61.248971,61.248971,47737,61.248979,61.248963,0.0,0.0,0,4
190,-0.024525,27.40189,61.250093,61.250093,48215,61.250099,61.250087,0.0,0.0,0,4
191,0.053955,105.01693,62.003211,62.003211,110439,62.003198,62.003224,0.0,0.0,0,5
192,-0.004905,57.630836,62.303065,62.303065,238780,62.303067,62.303064,0.0,0.0,0,4
