,Top_Hit_#,Drift_Rate,SNR,Uncorrected_Frequency,Corrected_Frequency,Index,freq_start,freq_end,SEFD_freq,Coarse_Channel_Number,Full_number_of_hits
34,-0.00981,17.626446,70.592814,70.592814,76530,70.592817,70.592812,0.0,0.0,0,2
35,-0.004905,19.798504,70.685178,70.685178,116061,70.685179,70.685176,0.0,0.0,0,3
36,-0.004905,37.626339,70.697143,70.697143,121181,70.697144,70.697142,0.0,0.0,0,2
37,0.01962,16.813177,70.685569,70.685569,116225,70.685564,70.685574,0.0,0.0,0,3
38,0.01962,25.550098,70.727439,70.727439,134145,70.727434,70.727444,0.0,0.0,0,3
39,-0.004905,26.77556,70.739013,70.739013,139101,70.739014,70.739012,0.0,0.0,0,4
40,0.01962,33.147343,70.697532,70.697532,121345,70.697527,70.697537,0.0,0.0,0,4
41,0.00981,49.219379,70.674999,70.674999,111701,70.674996,70.675001,0.0,0.0,0,4
42,0.01962,19.895472,70.739402,70.739402,139265,70.739397,70.739407,0.0,0.0,0,3
43,0.004905,51.698544,70.521041,70.521041,45810,70.52104,70.521042,0.0,0.0,0,2
44,0.014715,51.023491,70.568895,70.568895,66290,70.568891,70.568898,0.0,0.0,0,2
45,0.07848,25.151503,70.839042,70.839042,181904,70.839023,70.839061,0.0,0.0,0,4
46,0.07848,25.62924,70.851005,70.851005,187024,70.850986,70.851024,0.0,0.0,0,4
47,0.014715,26.330254,70.865116,70.865116,193070,70.865113,70.86512,0.0,0.0,0,5
48,-0.014715,18.811907,70.852966,70.852966,187874,70.85297,70.852963,0.0,0.0,0,3
49,0.014715,30.642626,70.830947,70.830947,178446,70.830944,70.830951,0.0,0.0,0,3
50,0.014715,30.428434,70.818984,70.818984,173326,70.818981,70.818988,0.0,0.0,0,3
51,-0.01962,47.399181,70.884777,70.884777,201489,70.884781,70.884772,0.0,0.0,0,5
52,0.01962,31.85334,70.87708,70.87708,198190,70.877076,70.877085,0.0,0.0,0,4
53,-0.004905,15.213737,70.92502,70.92502,218710,70.925021,70.925018,0.0,0.0,0,3
54,-0.004905,16.727041,70.907075,70.907075,211030,70.907076,70.907074,0.0,0.0,0,3
55,-0.004905,21.674513,70.992703,70.992703,247678,70.992705,70.992702,0.0,0.0,0,3
56,0.024525,24.447287,70.941296,70.941296,225673,70.94129,70.941302,0.0,0.0,0,5
57,-0.014715,26.178022,70.846985,70.846985,185314,70.846989,70.846981,0.0,0.0,0,3
58,0.014715,150.827545,70.871098,70.871098,195630,70.871094,70.871101,0.0,0.0,0,7
59,-0.004905,120.59594,70.986722,70.986722,245118,70.986723,70.986721,0.0,0.0,0,5
60,0.024525,20.655699,70.929333,70.929333,220553,70.929327,70.929339,0.0,0.0,0,5
61,-0.02943,21.29228,70.968681,70.968681,237399,70.968688,70.968673,0.0,0.0,0,4
62,0.014715,23.701653,70.995066,70.995066,248687,70.995062,70.995069,0.0,0.0,0,2
63,-0.004905,22.509655,70.913057,70.913057,213590,70.913058,70.913055,0.0,0.0,0,3
64,0.279584,26.988569,70.989155,70.989155,246131,70.989088,70.989222,0.0,0.0,0,5
65,0.024525,70.311455,70.978212,70.978212,241473,70.978207,70.978218,0.0,0.0,0,4
66,0.00981,21.342976,71.008623,71.008623,254490,71.008621,71.008625,0.0,0.0,0,4
67,0.02943,25.991377,70.715476,70.715476,129024,70.715469,70.715483,0.0,0.0,0,4
68,0.014715,113.672386,70.824966,70.824966,175886,70.824962,70.824969,0.0,0.0,0,5
69,0.436543,18.144678,70.914609,70.914609,214208,70.914504,70.914713,0.0,0.0,0,5
70,0.181484,16.991264,70.919702,70.919702,216415,70.919658,70.919745,0.0,0.0,0,2
71,0.00981,58.44632,71.000833,71.000833,251155,71.000831,71.000836,0.0,0.0,0,7
72,-0.004905,31.005108,70.85895,70.85895,190433,70.858951,70.858949,0.0,0.0,0,4
73,-0.004905,72.570869,70.715085,70.715085,128861,70.715086,70.715084,0.0,0.0,0,5
74,0.004905,23.107805,70.980395,70.980395,242410,70.980393,70.980396,0.0,0.0,0,4
75,0.00981,31.204693,70.950489,70.950489,229609,70.950486,70.950491,0.0,0.0,0,4
76,0.02943,42.156055,70.984193,70.984193,244032,70.984186,70.9842,0.0,0.0,0,4
77,0.00981,22.604954,70.968433,70.968433,237289,70.968431,70.968435,0.0,0.0,0,4
78,-0.014715,32.310123,70.835022,70.835022,180194,70.835026,70.835019,0.0,0.0,0,3
79,0.014715,124.786522,70.859135,70.859135,190510,70.859131,70.859138,0.0,0.0,0,6
80,0.02943,85.959755,70.990174,70.990174,246592,70.990167,70.990181,0.0,0.0,0,4
81,-0.073575,71.995285,71.01923,71.01923,259038,71.019247,71.019212,0.0,0.0,0,4
82,0.014715,64.914658,71.018989,71.018989,258927,71.018985,71.018993,0.0,0.0,0,3
83,0.279584,96.449287,70.983173,70.983173,243571,70.983106,70.98324,0.0,0.0,0,5
84,0.04905,161.043854,70.93482,70.93482,222899,70.934808,70.934832,0.0,0.0,0,6
85,0.00981,37.379185,71.019098,71.019098,258973,71.019095,71.0191,0.0,0.0,0,3
86,-0.004905,35.164837,70.94488,70.94488,227211,70.944881,70.944879,0.0,0.0,0,3
87,0.073575,314.755249,70.845022,70.845022,184465,70.845005,70.84504,0.0,0.0,0,7
88,0.02943,128.717682,70.709495,70.709495,126464,70.709488,70.709502,0.0,0.0,0,6
89,0.024525,113.343719,70.81505,70.81505,171641,70.815044,70.815056,0.0,0.0,0,3
90,-0.004905,119.837502,70.829041,70.829041,177633,70.829042,70.82904,0.0,0.0,0,5
91,0.02943,131.08342,70.721458,70.721458,131584,70.721451,70.721465,0.0,0.0,0,5
92,0.02943,248.675247,70.665164,70.665164,107492,70.665157,70.665171,0.0,0.0,0,8
93,0.02943,21.154793,70.829357,70.829357,177764,70.82935,70.829364,0.0,0.0,0,4
94,0.063765,28.313934,70.841324,70.841324,182881,70.841309,70.841339,0.0,0.0,0,4
95,-0.004905,210.083588,70.915767,70.915767,214750,70.915768,70.915766,0.0,0.0,0,6
96,-0.044145,18.475828,70.871271,70.871271,195711,70.871281,70.87126,0.0,0.0,0,3
97,-0.04905,50.627682,70.944587,70.944587,227090,70.944598,70.944575,0.0,0.0,0,7
98,-0.004905,135.641693,70.841006,70.841006,182753,70.841007,70.841005,0.0,0.0,0,6
99,0.02943,29.427584,70.991055,70.991055,246969,70.991048,70.991062,0.0,0.0,0,3
100,-0.004905,859.268005,70.544964,70.544964,56050,70.544965,70.544963,0.0,0.0,0,6
101,0.024525,65.06778,70.885708,70.885708,201882,70.885702,70.885714,0.0,0.0,0,4
102,0.004905,21.737549,70.721706,70.721706,131694,70.721705,70.721708,0.0,0.0,0,5
103,0.02943,104.375832,70.94539,70.94539,227426,70.945383,70.945397,0.0,0.0,0,3
104,0.02943,25.935585,70.979092,70.979092,241849,70.979085,70.979099,0.0,0.0,0,2
105,-0.004905,85.332146,70.930999,70.930999,221270,70.931,70.930997,0.0,0.0,0,7
106,-0.004905,103.394394,70.919036,70.919036,216150,70.919037,70.919035,0.0,0.0,0,7
107,-0.004905,21.286268,70.98074,70.98074,242558,70.980742,70.980739,0.0,0.0,0,4
108,-0.073575,267.364014,71.025209,71.025209,261598,71.025226,71.025191,0.0,0.0,0,5
109,0.00981,35.867844,71.031061,71.031061,3997,71.031058,71.031063,0.0,0.0,0,3
110,-0.073575,68.30864,71.031192,71.031192,4062,71.03121,71.031175,0.0,0.0,0,4
111,-0.073575,57.842255,71.049137,71.049137,11742,71.049154,71.049119,0.0,0.0,0,4
112,0.00981,37.331551,71.049005,71.049005,11677,71.049003,71.049007,0.0,0.0,0,3
113,-0.034335,25.639931,71.385002,71.385002,155485,71.38501,71.384994,0.0,0.0,0,4
114,0.004905,23.472713,71.357282,71.357282,143618,71.357281,71.357283,0.0,0.0,0,3
115,-0.004905,20.879734,71.451667,71.451667,184015,71.451668,71.451666,0.0,0.0,0,3
116,-0.004905,24.135578,71.439707,71.439707,178895,71.439708,71.439705,0.0,0.0,0,2
117,0.044145,72.423347,71.435185,71.435185,176955,71.435175,71.435196,0.0,0.0,0,4
118,0.07848,25.395594,71.43286,71.43286,175955,71.432841,71.432878,0.0,0.0,0,4
119,0.07848,32.433414,71.44482,71.44482,181075,71.444801,71.444839,0.0,0.0,0,5
120,0.01962,21.77919,71.38719,71.38719,156416,71.387185,71.387195,0.0,0.0,0,4
121,0.01962,24.41334,71.42906,71.42906,174336,71.429056,71.429065,0.0,0.0,0,4
122,0.191294,19.340288,71.426709,71.426709,173312,71.426663,71.426755,0.0,0.0,0,3
123,0.014715,97.637077,71.035655,71.035655,5964,71.035652,71.035659,0.0,0.0,0,5
124,0.05886,13.835413,71.40316,71.40316,163247,71.403146,71.403174,0.0,0.0,0,3
125,0.014715,39.272293,71.411115,71.411115,166657,71.411111,71.411118,0.0,0.0,0,3
126,0.191294,51.883083,71.414748,71.414748,168192,71.414702,71.414794,0.0,0.0,0,4
127,-0.004905,116.259155,71.445688,71.445688,181455,71.445689,71.445687,0.0,0.0,0,4
128,-0.004905,96.852615,71.433725,71.433725,176335,71.433726,71.433724,0.0,0.0,0,4
129,0.053955,41.595226,71.427087,71.427087,173488,71.427074,71.4271,0.0,0.0,0,6
130,0.004905,124.007355,71.381208,71.381208,153858,71.381206,71.381209,0.0,0.0,0,5
131,0.014715,50.243351,71.399154,71.399154,161537,71.399151,71.399158,0.0,0.0,0,4
132,0.05886,50.690258,71.415125,71.415125,168367,71.415111,71.41514,0.0,0.0,0,6
133,-0.073575,267.912628,71.025209,71.025209,1502,71.025226,71.025191,0.0,0.0,0,5
134,0.014715,189.009369,71.405136,71.405136,164097,71.405132,71.405139,0.0,0.0,0,7
135,0.05886,149.26149,71.409144,71.409144,165807,71.40913,71.409158,0.0,0.0,0,9
136,0.05886,189.909851,71.421107,71.421107,170927,71.421093,71.421121,0.0,0.0,0,9
137,0.132434,20.421926,71.421237,71.421237,170976,71.421205,71.421268,0.0,0.0,0,4
138,0.004905,32.357327,72.304815,72.304815,28961,72.304814,72.304816,0.0,0.0,0,6
139,-0.06867,23.809118,73.077794,73.077794,99703,73.077811,73.077778,0.0,0.0,0,25
140,0.01962,27.176672,73.089767,73.089767,104808,73.089762,73.089771,0.0,0.0,0,22
141,0.004905,31.851522,75.00579,75.00579,144567,75.005789,75.005792,0.0,0.0,0,4
142,0.00981,17.887791,75.654877,75.654877,162273,75.654874,75.654879,0.0,0.0,0,5
143,-0.004905,29.037008,75.760593,75.760593,207519,75.760594,75.760592,0.0,0.0,0,25
144,0.014715,20.730661,76.445702,76.445702,240642,76.445698,76.445705,0.0,0.0,0,4
145,0.034335,24.890528,76.399722,76.399722,220961,76.399714,76.39973,0.0,0.0,0,3
146,0.024525,40.822578,76.479719,76.479719,255201,76.479713,76.479725,0.0,0.0,0,5
147,0.014715,25.913853,76.959891,76.959891,200614,76.959888,76.959895,0.0,0.0,0,6
148,0.00981,26.734961,76.971855,76.971855,205734,76.971853,76.971858,0.0,0.0,0,4
149,0.034335,42.89209,76.519718,76.519718,12224,76.519709,76.519726,0.0,0.0,0,5
150,0.014715,104.322571,76.977836,76.977836,208294,76.977832,76.977839,0.0,0.0,0,7
151,0.014715,122.140274,76.965873,76.965873,203174,76.965869,76.965876,0.0,0.0,0,7
152,0.004905,89.76413,77.196771,77.196771,41901,77.196769,77.196772,0.0,0.0,0,5
153,0.004905,67.117218,78.983536,78.983536,26332,78.983535,78.983537,0.0,0.0,0,3
154,0.004905,31.443096,79.095653,79.095653,74316,79.095652,79.095654,0.0,0.0,0,3
155,0.004905,112.076614,79.272855,79.272855,150157,79.272854,79.272857,0.0,0.0,0,4
156,0.024525,25.046032,79.43971,79.43971,221567,79.439704,79.439716,0.0,0.0,0,3
157,0.004905,21.095633,79.767327,79.767327,101690,79.767326,79.767328,0.0,0.0,0,3
158,0.004905,28.341728,79.791874,79.791874,112197,79.791873,79.791875,0.0,0.0,0,3
159,0.004905,28.121305,79.893821,79.893821,155828,79.893819,79.893822,0.0,0.0,0,4
160,0.004905,26.71171,79.94453,79.94453,177531,79.944529,79.944531,0.0,0.0,0,3
161,-0.161864,20.134064,79.959443,79.959443,183931,79.959482,79.959405,0.0,0.0,0,3
162,-0.156959,15.6025,79.995597,79.995597,199404,79.995635,79.99556,0.0,0.0,0,2
163,0.00981,21.886826,79.925051,79.925051,169194,79.925049,79.925054,0.0,0.0,0,4
164,-0.152054,21.671558,80.031751,80.031751,214877,80.031788,80.031715,0.0,0.0,0,4
165,-0.152054,20.663015,79.977521,79.977521,191667,79.977557,79.977484,0.0,0.0,0,3
166,-0.004905,13.207629,79.934607,79.934607,173285,79.934608,79.934605,0.0,0.0,0,2
167,0.00981,22.31229,79.937014,79.937014,174314,79.937012,79.937017,0.0,0.0,0,4
168,0.004905,53.282795,79.928623,79.928623,170723,79.928622,79.928624,0.0,0.0,0,4
169,-0.147149,21.736561,80.013675,80.013675,207140,80.01371,80.013639,0.0,0.0,0,4
170,-0.161864,16.632418,80.067904,80.067904,230351,80.067943,80.067865,0.0,0.0,0,2
171,0.02943,17.544046,79.898121,79.898121,157662,79.898114,79.898128,0.0,0.0,0,19
172,-0.156959,20.553076,80.104055,80.104055,245824,80.104093,80.104018,0.0,0.0,0,3
173,-0.142244,24.358852,80.049829,80.049829,222613,80.049863,80.049795,0.0,0.0,0,4
174,-0.142244,20.870487,80.085981,80.085981,238086,80.086015,80.085947,0.0,0.0,0,3
175,-0.044145,26.755463,79.893993,79.893993,155908,79.894004,79.893983,0.0,0.0,0,8
176,-0.161864,17.795769,80.122134,80.122134,253561,80.122173,80.122095,0.0,0.0,0,2
177,0.01962,66.275017,79.9186,79.9186,166432,79.918596,79.918605,0.0,0.0,0,8
178,-0.04905,193.876068,79.899198,79.899198,158131,79.89921,79.899186,0.0,0.0,0,39
179,0.00981,183.86908,79.931045,79.931045,171754,79.931042,79.931047,0.0,0.0,0,27
180,0.004905,105.0224,80.158245,80.158245,8903,80.158244,80.158246,0.0,0.0,0,4
181,0.004905,24.546015,80.304916,80.304916,71677,80.304915,80.304918,0.0,0.0,0,2
182,0.004905,43.776428,80.310898,80.310898,74237,80.310897,80.310899,0.0,0.0,0,4
183,0.004905,32.780994,80.316879,80.316879,76797,80.316878,80.31688,0.0,0.0,0,3
184,0.004905,24.946817,80.494082,80.494082,152638,80.494081,80.494083,0.0,0.0,0,2
185,0.004905,54.964108,80.646735,80.646735,217972,80.646734,80.646736,0.0,0.0,0,4
186,0.004905,69.454178,80.866432,80.866432,51904,80.86643,80.866433,0.0,0.0,0,4
187,0.004905,49.452221,80.854466,80.854466,46784,80.854465,80.854468,0.0,0.0,0,3
188,0.004905,30.151691,81.123886,81.123886,162092,81.123885,81.123887,0.0,0.0,0,2
189,0.004905,158.05545,80.982572,80.982572,101611,80.982571,80.982573,0.0,0.0,0,5
190,0.004905,29.567389,81.196285,81.196285,193079,81.196284,81.196286,0.0,0.0,0,3
191,0.004905,56.795483,81.147812,81.147812,172332,81.147811,81.147813,0.0,0.0,0,4
192,0.004905,53.861759,81.153793,81.153793,174892,81.153792,81.153795,0.0,0.0,0,4
193,0.004905,86.256134,81.165756,81.165756,180012,81.165755,81.165757,0.0,0.0,0,4
194,0.004905,102.635399,81.14183,81.14183,169772,81.141829,81.141832,0.0,0.0,0,4
195,0.004905,206.815338,81.171738,81.171738,182572,81.171736,81.171739,0.0,0.0,0,5
196,0.004905,30.718439,81.189682,81.189682,190252,81.189681,81.189683,0.0,0.0,0,4
197,0.004905,43.689812,81.342957,81.342957,255853,81.342955,81.342958,0.0,0.0,0,3
198,0.004905,261.685608,81.159775,81.159775,177452,81.159774,81.159776,0.0,0.0,0,5
199,0.004905,33.555237,81.194103,81.194103,192144,81.194101,81.194104,0.0,0.0,0,6
200,0.004905,48.949924,81.354919,81.354919,260973,81.354918,81.354921,0.0,0.0,0,3
201,0.004905,174.819733,81.34894,81.34894,258413,81.348939,81.348941,0.0,0.0,0,6
202,0.004905,23.632915,81.684777,81.684777,142052,81.684776,81.684779,0.0,0.0,0,2
203,0.004905,34.07478,81.690757,81.690757,144612,81.690755,81.690758,0.0,0.0,0,3
204,0.004905,34.036686,81.678796,81.678796,139492,81.678795,81.678797,0.0,0.0,0,4
205,0.004905,48.923424,81.354919,81.354919,877,81.354918,81.354921,0.0,0.0,0,3
206,0.004905,22.801689,81.495612,81.495612,61091,81.495611,81.495613,0.0,0.0,0,2
207,0.004905,65.497635,81.501593,81.501593,63651,81.501592,81.501595,0.0,0.0,0,4
208,0.004905,44.165535,81.532122,81.532122,76718,81.532121,81.532123,0.0,0.0,0,3
